# Initial mass = 1.000, Z =  0.0028, Y =  0.250, M_mix = 0.00E+00
# Final mass = 0.651, Mass expelled =   0.3490
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i) 
 mo  42   1.968698  0.028697  0.730748  6.42242E-09  2.80313E-09  3.26259E-09
 ru  44   1.712787 -0.047213  0.654837  3.75327E-09  1.59398E-09  1.90666E-09
 rh  45   0.757339 -0.302661  0.399389  4.23428E-10  1.29227E-10  2.15102E-10
 pd  46   1.707702  0.057702  0.759752  3.90594E-09  1.68274E-09  1.98422E-09
 ag  47   0.988315 -0.211685  0.490365  7.55454E-10  2.59515E-10  3.83771E-10
 cd  48   1.874995  0.164995  0.867046  6.06464E-09  2.69844E-09  3.08084E-09
 in  49   0.763358  0.003358  0.705409  4.79037E-10  1.97390E-10  2.43351E-10
 sn  50   2.311961  0.241961  0.944012  1.75166E-08  8.02046E-09  8.89842E-09
 sb  51   0.828281 -0.181719  0.520332  5.89911E-10  2.47867E-10  2.99675E-10
 te  52   1.935191 -0.244809  0.457242  7.90757E-09  3.53853E-09  4.01705E-09
  i  53   1.072081 -0.477919  0.224131  1.07784E-09  2.20285E-10  5.47545E-10
 xe  54   2.112289 -0.127711  0.574340  1.22330E-08  4.69176E-09  6.21435E-09
 cs  55   0.938672 -0.141328  0.560723  8.30260E-10  3.05637E-10  4.21772E-10
 ba  56   2.888980  0.708980  1.411031  7.65132E-08  3.73611E-08  3.88687E-08
 la  57   1.895810  0.725810  1.427861  7.86200E-09  3.84470E-09  3.99389E-09
 ce  58   2.409841  0.829841  1.531891  2.59018E-08  1.27726E-08  1.31581E-08
 pr  59   1.362207  0.602207  1.304258  2.33424E-09  1.12686E-09  1.18579E-09
 nd  60   2.179927  0.729927  1.431978  1.57041E-08  7.69877E-09  7.97770E-09
 sm  62   1.414209  0.474209  1.176260  2.80765E-09  1.35568E-09  1.42629E-09
 eu  63   0.403382 -0.106618  0.595433  2.76773E-10  1.04860E-10  1.40601E-10
 gd  64   1.256441  0.206441  0.908492  2.04189E-09  9.09043E-10  1.03728E-09
 tb  65   0.286571 -0.033429  0.668621  2.21189E-10  8.82305E-11  1.12364E-10
 dy  66   1.397922  0.267922  0.969972  2.92264E-09  1.32562E-09  1.48470E-09
 ho  67   0.421418 -0.048582  0.653469  3.13126E-10  1.23691E-10  1.59068E-10
 er  68   1.213969  0.293969  0.996020  1.96952E-09  9.01159E-10  1.00051E-09
 tm  69   0.304209  0.184209  0.886259  2.44865E-10  1.08205E-10  1.24391E-10
 yb  70   1.532169  0.612169  1.314220  4.23952E-09  2.06278E-09  2.15368E-09
 lu  71   0.604361  0.514361  1.216411  5.06194E-10  2.41502E-10  2.57147E-10
 hf  72   1.506205  0.796205  1.498255  4.11927E-09  2.02617E-09  2.09259E-09
 ta  73   0.597413  0.717413  1.419464  5.15191E-10  2.51741E-10  2.61717E-10
  w  74   1.451486  0.801486  1.503536  3.74048E-09  1.84055E-09  1.90016E-09
 re  75   0.526388  0.266388  0.968439  4.50179E-10  2.04064E-10  2.28691E-10
 os  76   1.499607  0.149607  0.851658  4.32402E-09  1.88713E-09  2.19660E-09
 ir  77   0.897097 -0.422903  0.279147  1.09116E-09  2.62421E-10  5.54310E-10
 pt  78   1.522471 -0.097529  0.604522  4.67392E-09  1.82570E-09  2.37435E-09
 au  79   0.741059 -0.058941  0.643110  7.80645E-10  3.06240E-10  3.96568E-10
 hg  80   1.949094  0.779094  1.481145  1.28352E-08  6.31980E-09  6.52030E-09
 tl  81   1.599586  0.829587  1.531637  5.84834E-09  2.88348E-09  2.97096E-09
 pb  82   3.413270  1.373270  2.075321  3.86065E-07  1.94470E-07  1.96121E-07
 bi  83   1.394596  0.744596  1.446647  3.72995E-09  1.82697E-09  1.89481E-09
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.6519   0.8284   1.4569   0.6285   0.6184
# Initial mass = 1.250, Z =  0.0028, Y =  0.250, M_mix = 2.00E-03
# Final mass = 0.655, Mass expelled =   0.5950
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  7.23163E-01 -1.78391E-02  4.30282E-01
 he   2  10.985260  0.055260  0.756030  2.77601E-01  1.63177E-02  1.65173E-01
  c   6   8.425955 -0.044045  0.656724  2.29779E-03  1.06543E-03  1.36718E-03
  n   7   7.505743 -0.364257  0.336513  3.22006E-04  1.03199E-04  1.91593E-04
  o   8   8.063228 -0.666772  0.033998  1.32769E-03  6.83782E-05  7.89975E-04
  f   9   4.382987 -0.077013  0.623756  3.29208E-07  1.49237E-07  1.95879E-07
 ne  10   7.480341 -0.489658  0.211112  4.37561E-04  1.00026E-04  2.60349E-04
 na  11   5.714794 -0.595206  0.105564  8.55280E-06  1.09289E-06  5.08892E-06
 mg  12   6.942316 -0.697684  0.003086  1.52682E-04  5.29144E-07  9.08458E-05
 al  13   5.783701 -0.686299  0.014471  1.17639E-05  2.20726E-07  6.99951E-06
 si  14   6.850023 -0.699977  0.000793  1.42656E-04  4.63479E-08  8.48801E-05
  p  15   4.785674 -0.684326  0.016444  1.35659E-06  2.89971E-08  8.07169E-07
  s  16   6.459466 -0.700534  0.000236  6.62632E-05 -2.89074E-08  3.94266E-05
 cl  17   4.536174 -0.693826  0.006944  8.74184E-07  7.59803E-09  5.20139E-07
 ar  18   5.739145 -0.700855 -0.000085  1.57187E-05 -1.36288E-08  9.35261E-06
  k  19   4.381086 -0.698914  0.001856  6.74554E-07  1.73029E-09  4.01360E-07
 ca  20   5.588997 -0.701003 -0.000233  1.11604E-05 -1.18107E-08  6.64043E-06
 sc  21   2.365605 -0.684395  0.016375  7.48460E-09  1.59324E-10  4.45334E-09
 ti  22   4.213131 -0.696869  0.003901  5.60975E-07  2.56242E-09  3.33780E-07
  v  23   3.257646 -0.702354 -0.001585  6.61450E-08 -9.53655E-11  3.93563E-08
 cr  24   4.920211 -0.719789 -0.019019  3.10425E-06 -1.20110E-09  1.84703E-06
 mn  25   4.781006 -0.698994  0.001776  2.38043E-06  3.96278E-09  1.41635E-06
 fe  26   6.839230 -0.700770  0.000000  2.76688E-04 -2.09649E-07  1.64629E-04
 co  27   4.202222 -0.667778  0.032992  6.73530E-07  2.88450E-08  4.00751E-07
 ni  28   5.501754 -0.698246  0.002524  1.33695E-05  3.59514E-08  7.95487E-06
 cu  29   3.603639 -0.646361  0.054409  1.83022E-07  1.27005E-08  1.08898E-07
 zn  30   3.947203 -0.682797  0.017972  4.15543E-07  9.71808E-09  2.47248E-07
 ga  31   2.458895 -0.621105  0.079665  1.43895E-08  1.42581E-09  8.56178E-09
 ge  32   2.929061 -0.650939  0.049831  4.42601E-08  4.61388E-09  2.63348E-08
 as  33   1.649974 -0.650026  0.050744  2.40082E-09  1.55913E-10  1.42849E-09
 se  34   2.727455 -0.612545  0.088225  3.02439E-08  4.70418E-09  1.79951E-08
 br  35   1.947284 -0.592716  0.108054  5.07725E-09  6.62367E-10  3.02096E-09
 kr  36   2.749134 -0.500866  0.199904  3.37399E-08  7.43551E-09  2.00752E-08
 rb  37   1.848392 -0.511608  0.189162  4.32486E-09  9.06457E-10  2.57329E-09
 sr  38   2.758554 -0.121446  0.579324  3.60524E-08  1.58246E-08  2.14512E-08
  y  39   2.124991 -0.045009  0.655761  8.50549E-09  3.94126E-09  5.06076E-09
 zr  40   2.521957 -0.008043  0.692727  2.17692E-08  1.03213E-08  1.29527E-08
 nb  41   1.335704 -0.074296  0.626474  1.44386E-09  6.55799E-10  8.59096E-10
 mo  42   1.769330 -0.170670  0.530100  4.04675E-09  1.86968E-09  2.40781E-09
 ru  44   1.514815 -0.245185  0.455585  2.37255E-09  1.04544E-09  1.41166E-09
 rh  45   0.621833 -0.438167  0.262603  3.09065E-10  8.33121E-11  1.83894E-10
 pd  46   1.494924 -0.155076  0.545694  2.38629E-09  1.06673E-09  1.41985E-09
 ag  47   0.825995 -0.374005  0.326765  5.18398E-10  1.62912E-10  3.08447E-10
 cd  48   1.642612 -0.067389  0.633381  3.54158E-09  1.65936E-09  2.10724E-09
 in  49   0.550739 -0.209261  0.491509  2.92769E-10  1.20365E-10  1.74198E-10
 sn  50   2.063837 -0.006163  0.694607  9.86508E-09  4.84140E-09  5.86972E-09
 sb  51   0.604956 -0.405044  0.295726  3.51752E-10  1.48612E-10  2.09292E-10
 te  52   1.687849 -0.492151  0.208619  4.46145E-09  2.09409E-09  2.65456E-09
  i  53   0.974630 -0.575370  0.125400  8.58780E-10  1.27668E-10  5.10974E-10
 xe  54   1.906463 -0.333537  0.367233  7.59418E-09  2.73519E-09  4.51854E-09
 cs  55   0.738326 -0.341674  0.359096  5.21967E-10  1.74546E-10  3.10571E-10
 ba  56   2.567843  0.387843  1.088613  3.64230E-08  1.99059E-08  2.16717E-08
 la  57   1.566179  0.396179  1.096949  3.67009E-09  2.00896E-09  2.18370E-09
 ce  58   2.072385  0.492385  1.193155  1.18754E-08  6.61437E-09  7.06588E-09
 pr  59   1.034315  0.274315  0.975085  1.09402E-09  5.81918E-10  6.50944E-10
 nd  60   1.844751  0.394751  1.095521  7.23792E-09  3.97985E-09  4.30656E-09
 sm  62   1.091277  0.151277  0.852047  1.33102E-09  7.09259E-10  7.91958E-10
 eu  63   0.170732 -0.339268  0.361501  1.61528E-10  5.42473E-11  9.61093E-11
 gd  64   0.967844 -0.082156  0.618614  1.04764E-09  4.73144E-10  6.23343E-10
 tb  65   0.035810 -0.284190  0.416579  1.23816E-10  4.54042E-11  7.36708E-11
 dy  66   1.097186 -0.032814  0.667956  1.45819E-09  6.81298E-10  8.67625E-10
 ho  67   0.172063 -0.297937  0.402833  1.75848E-10  6.31939E-11  1.04630E-10
 er  68   0.906971 -0.013029  0.687741  9.68582E-10  4.59936E-10  5.76307E-10
 tm  69   0.011753 -0.108247  0.592523  1.24522E-10  5.51327E-11  7.40907E-11
 yb  70   1.202696  0.282696  0.983466  1.97979E-09  1.07151E-09  1.17797E-09
 lu  71   0.287203  0.197203  0.897973  2.43184E-10  1.26370E-10  1.44695E-10
 hf  72   1.175034  0.465034  1.165803  1.91612E-09  1.06229E-09  1.14009E-09
 ta  73   0.261431  0.381431  1.082201  2.37007E-10  1.29335E-10  1.41019E-10
  w  74   1.124612  0.474612  1.175382  1.75723E-09  9.75727E-10  1.04555E-09
 re  75   0.225494 -0.034506  0.666264  2.24526E-10  1.04748E-10  1.33593E-10
 os  76   1.234281 -0.115719  0.585050  2.34064E-09  1.03021E-09  1.39268E-09
 ir  77   0.766956 -0.553044  0.147726  8.06352E-10  1.37902E-10  4.79779E-10
 pt  78   1.289062 -0.330938  0.369832  2.72299E-09  9.77572E-10  1.62018E-09
 au  79   0.503850 -0.296150  0.404620  4.50837E-10  1.62451E-10  2.68248E-10
 hg  80   1.625894  0.455894  1.156664  6.08106E-09  3.38339E-09  3.61823E-09
 tl  81   1.297860  0.527860  1.228630  2.91126E-09  1.62975E-09  1.73220E-09
 pb  82   3.247876  1.207876  1.908646  2.63052E-07  1.54582E-07  1.56516E-07
 bi  83   1.291880  0.641880  1.342650  2.93603E-09  1.66747E-09  1.74694E-09
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.5036   0.6426   1.1262   0.4836   0.7824
# Initial mass = 1.250, Z =  0.0028, Y =  0.250, M_mix = 6.00E-03
# Final mass = 0.655, Mass expelled =   0.5950
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  7.22978E-01 -1.79492E-02  4.30172E-01
 he   2  10.985452  0.055451  0.756420  2.77653E-01  1.63483E-02  1.65203E-01
  c   6   8.378976 -0.091024  0.609944  2.06167E-03  9.24945E-04  1.22670E-03
  n   7   7.503846 -0.366154  0.334815  3.20520E-04  1.02315E-04  1.90710E-04
  o   8   8.080921 -0.649078  0.051890  1.38254E-03  1.01017E-04  8.22614E-04
  f   9   4.399705 -0.060295  0.640674  3.42041E-07  1.56872E-07  2.03514E-07
 ne  10   7.693073 -0.276927  0.424042  7.13936E-04  2.64469E-04  4.24792E-04
 na  11   5.983525 -0.326475  0.374494  1.58756E-05  5.44993E-06  9.44596E-06
 mg  12   6.954480 -0.685520  0.015449  1.56979E-04  3.08565E-06  9.34023E-05
 al  13   5.783277 -0.686723  0.014246  1.17494E-05  2.12111E-07  6.99090E-06
 si  14   6.850126 -0.699874  0.001094  1.42653E-04  4.47908E-08  8.48785E-05
  p  15   4.801799 -0.668200  0.032768  1.40754E-06  5.93155E-08  8.37487E-07
  s  16   6.459522 -0.700478  0.000491  6.62548E-05 -3.38950E-08  3.94216E-05
 cl  17   4.536798 -0.693202  0.007767  8.75217E-07  8.21285E-09  5.20754E-07
 ar  18   5.739115 -0.700885  0.000084  1.57136E-05 -1.66610E-08  9.34958E-06
  k  19   4.381474 -0.698526  0.002442  6.74983E-07  1.98560E-09  4.01615E-07
 ca  20   5.589033 -0.700967  0.000001  1.11584E-05 -1.29739E-08  6.63927E-06
 sc  21   2.372855 -0.677145  0.023824  7.60865E-09  2.33131E-10  4.52715E-09
 ti  22   4.218330 -0.691669  0.009299  5.67586E-07  6.49615E-09  3.37714E-07
  v  23   3.259003 -0.700997 -0.000029  6.63351E-08  1.77671E-11  3.94694E-08
 cr  24   4.920292 -0.719708 -0.018739  3.10404E-06 -1.32798E-09  1.84690E-06
 mn  25   4.781622 -0.698378  0.002591  2.38319E-06  5.60851E-09  1.41800E-06
 fe  26   6.839031 -0.700969  0.000000  2.76491E-04 -3.26967E-07  1.64512E-04
 co  27   4.187896 -0.682104  0.018865  6.51508E-07  1.57416E-08  3.87647E-07
 ni  28   5.500531 -0.699469  0.001500  1.33285E-05  1.15579E-08  7.93048E-06
 cu  29   3.585807 -0.664193  0.036776  1.75614E-07  8.29282E-09  1.04491E-07
 zn  30   3.958679 -0.671321  0.029648  4.26562E-07  1.62740E-08  2.53804E-07
 ga  31   2.536032 -0.543968  0.157001  1.71820E-08  3.08730E-09  1.02233E-08
 ge  32   3.021641 -0.558359  0.142610  5.47623E-08  1.08627E-08  3.25836E-08
 as  33   1.715235 -0.584765  0.116204  2.78939E-09  3.87114E-10  1.65969E-09
 se  34   2.868285 -0.471715  0.229254  4.18174E-08  1.15904E-08  2.48814E-08
 br  35   2.069621 -0.470379  0.230590  6.72751E-09  1.64427E-09  4.00287E-09
 kr  36   2.921527 -0.328473  0.372496  5.01678E-08  1.72101E-08  2.98498E-08
 rb  37   1.984798 -0.375201  0.325767  5.91925E-09  1.85512E-09  3.52196E-09
 sr  38   3.087991  0.207991  0.908959  7.69589E-08  4.01640E-08  4.57906E-08
  y  39   2.463134  0.293134  0.994102  1.85238E-08  9.90216E-09  1.10217E-08
 zr  40   2.873658  0.343658  1.044627  4.89139E-08  2.64724E-08  2.91038E-08
 nb  41   1.675529  0.265530  0.966498  3.15674E-09  1.67496E-09  1.87826E-09
 mo  42   2.125214  0.185214  0.886182  9.18075E-09  4.92441E-09  5.46255E-09
 ru  44   1.864628  0.104628  0.805597  5.30781E-09  2.79192E-09  3.15815E-09
 rh  45   0.872980 -0.187020  0.513949  5.50917E-10  2.27214E-10  3.27796E-10
 pd  46   1.862521  0.212521  0.913490  5.56173E-09  2.95611E-09  3.30923E-09
 ag  47   1.116735 -0.083265  0.617704  1.01226E-09  4.56760E-10  6.02296E-10
 cd  48   2.034645  0.324645  1.025614  8.73211E-09  4.74772E-09  5.19560E-09
 in  49   0.913493  0.153493  0.854462  6.74789E-10  3.47667E-10  4.01500E-10
 sn  50   2.473845  0.403845  1.104813  2.53511E-08  1.40556E-08  1.50839E-08
 sb  51   0.978093 -0.031907  0.669062  8.30353E-10  4.33379E-10  4.94060E-10
 te  52   2.092100 -0.087900  0.613069  1.13140E-08  6.17136E-09  6.73183E-09
  i  53   1.151643 -0.398357  0.302612  1.29057E-09  3.84585E-10  7.67892E-10
 xe  54   2.250196  0.010196  0.711165  1.67534E-08  8.18493E-09  9.96827E-09
 cs  55   1.071270 -0.008730  0.692239  1.12325E-09  5.32308E-10  6.68333E-10
 ba  56   3.053205  0.873205  1.574174  1.11333E-07  6.44777E-08  6.62434E-08
 la  57   2.059227  0.889227  1.590196  1.14186E-08  6.61933E-09  6.79408E-09
 ce  58   2.574901  0.994901  1.695869  3.77619E-08  2.20168E-08  2.24683E-08
 pr  59   1.525927  0.765927  1.466895  3.39256E-09  1.94955E-09  2.01857E-09
 nd  60   2.343651  0.893651  1.594620  2.28245E-08  1.32539E-08  1.35806E-08
 sm  62   1.574855  0.634855  1.335824  4.05185E-09  2.32815E-09  2.41085E-09
 eu  63   0.532466  0.022466  0.723435  3.71426E-10  1.79136E-10  2.20998E-10
 gd  64   1.409940  0.359940  1.060909  2.89865E-09  1.57450E-09  1.72470E-09
 tb  65   0.423895  0.103895  0.804864  3.02518E-10  1.51732E-10  1.79998E-10
 dy  66   1.549887  0.419887  1.120855  4.13434E-09  2.27360E-09  2.45993E-09
 ho  67   0.555924  0.085924  0.786893  4.25490E-10  2.11731E-10  2.53167E-10
 er  68   1.367703  0.447703  1.148672  2.79742E-09  1.54810E-09  1.66447E-09
 tm  69   0.451601  0.331601  1.032570  3.42755E-10  1.84981E-10  2.03939E-10
 yb  70   1.696211  0.776211  1.477180  6.16628E-09  3.56247E-09  3.66894E-09
 lu  71   0.763402  0.673402  1.374371  7.27819E-10  4.14728E-10  4.33052E-10
 hf  72   1.671294  0.961294  1.662263  6.00583E-09  3.49567E-09  3.57347E-09
 ta  73   0.753104  0.873104  1.574073  7.35061E-10  4.25678E-10  4.37361E-10
  w  74   1.617387  0.967387  1.668356  5.46377E-09  3.18112E-09  3.25094E-09
 re  75   0.672199  0.412199  1.113168  6.27857E-10  3.44730E-10  3.73575E-10
 os  76   1.650039  0.300039  1.001007  6.09513E-09  3.26413E-09  3.62660E-09
 ir  77   0.981007 -0.338993  0.361975  1.31966E-09  4.43322E-10  7.85200E-10
 pt  78   1.657001  0.037001  0.737969  6.35148E-09  3.13652E-09  3.77913E-09
 au  79   0.874707  0.074707  0.775676  1.05868E-09  5.24120E-10  6.29917E-10
 hg  80   2.113541  0.943541  1.644509  1.86859E-08  1.08833E-08  1.11181E-08
 tl  81   1.767999  0.997999  1.698967  8.59229E-09  5.00996E-09  5.11241E-09
 pb  82   3.595641  1.555641  2.256610  5.85729E-07  3.46574E-07  3.48509E-07
 bi  83   1.575716  0.925716  1.626685  5.64269E-09  3.27793E-09  3.35740E-09
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.7189   0.9826   1.6201   0.6375   0.6365
# Initial mass = 1.500, Z =  0.0028, Y =  0.250, M_mix = 1.00E-03
# Final mass = 0.650, Mass expelled =   0.8500
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  7.20910E-01 -2.73993E-02  6.12774E-01
 he   2  10.987686  0.057686  0.757157  2.78287E-01  2.38938E-02  2.36544E-01
  c   6   8.648164  0.178164  0.877635  3.82088E-03  2.81668E-03  3.24775E-03
  n   7   7.553099 -0.316901  0.382571  3.57985E-04  1.78010E-04  3.04288E-04
  o   8   8.071361 -0.658639  0.040833  1.34857E-03  1.15436E-04  1.14629E-03
  f   9   4.433002 -0.026999  0.672473  3.68240E-07  2.46372E-07  3.13004E-07
 ne  10   7.498805 -0.471195  0.228277  4.55142E-04  1.57838E-04  3.86871E-04
 na  11   5.729770 -0.580230  0.119242  8.82531E-06  1.79291E-06  7.50152E-06
 mg  12   6.943720 -0.696280  0.003191  1.52699E-04  7.70466E-07  1.29794E-04
 al  13   5.796096 -0.673904  0.025568  1.20668E-05  5.72765E-07  1.02568E-05
 si  14   6.851565 -0.698435  0.001036  1.42717E-04  1.18474E-07  1.21309E-04
  p  15   4.789972 -0.680027  0.019444  1.36581E-06  4.92656E-08  1.16094E-06
  s  16   6.460775 -0.699224  0.000247  6.62563E-05 -4.71555E-08  5.63179E-05
 cl  17   4.540980 -0.689020  0.010452  8.81159E-07  1.67837E-08  7.48985E-07
 ar  18   5.740285 -0.699715 -0.000243  1.57109E-05 -2.60698E-08  1.33543E-05
  k  19   4.383483 -0.696517  0.002954  6.76174E-07  3.84892E-09  5.74748E-07
 ca  20   5.590135 -0.699865 -0.000393  1.11548E-05 -2.16141E-08  9.48159E-06
 sc  21   2.372659 -0.677341  0.022130  7.58347E-09  3.11644E-10  6.44595E-09
 ti  22   4.214979 -0.695021  0.004450  5.61612E-07  4.20221E-09  4.77370E-07
  v  23   3.257845 -0.702155 -0.002684  6.59692E-08 -2.85642E-10  5.60738E-08
 cr  24   4.921566 -0.718433 -0.018962  3.10425E-06 -1.71099E-09  2.63862E-06
 mn  25   4.784721 -0.695279  0.004193  2.39340E-06  1.66865E-08  2.03439E-06
 fe  26   6.840528 -0.699471  0.000000  2.76652E-04 -3.30067E-07  2.35154E-04
 co  27   4.217402 -0.652598  0.046873  6.95315E-07  5.97237E-08  5.91018E-07
 ni  28   5.502822 -0.697177  0.002294  1.33607E-05  4.38713E-08  1.13566E-05
 cu  29   3.606134 -0.643866  0.055606  1.83503E-07  1.85526E-08  1.55978E-07
 zn  30   3.949289 -0.680711  0.018761  4.16244E-07  1.44783E-08  3.53807E-07
 ga  31   2.466946 -0.613054  0.086417  1.46131E-08  2.22691E-09  1.24212E-08
 ge  32   2.936665 -0.643335  0.056136  4.49016E-08  7.13649E-09  3.81663E-08
 as  33   1.653577 -0.646423  0.053048  2.41328E-09  2.33325E-10  2.05129E-09
 se  34   2.730894 -0.609106  0.090366  3.03894E-08  6.84388E-09  2.58310E-08
 br  35   1.948831 -0.591169  0.108302  5.07949E-09  9.48145E-10  4.31757E-09
 kr  36   2.740981 -0.509019  0.190453  3.30092E-08  1.00011E-08  2.80579E-08
 rb  37   1.811678 -0.548322  0.151150  3.96189E-09  9.86418E-10  3.36761E-09
 sr  38   2.749520 -0.130480  0.568992  3.52002E-08  2.18821E-08  2.99202E-08
  y  39   2.114731 -0.055269  0.644202  8.28100E-09  5.43956E-09  7.03885E-09
 zr  40   2.535298  0.005298  0.704770  2.23784E-08  1.52625E-08  1.90216E-08
 nb  41   1.346735 -0.063265  0.636207  1.47639E-09  9.64507E-10  1.25493E-09
 mo  42   1.802658 -0.137342  0.562129  4.35592E-09  2.93376E-09  3.70253E-09
 ru  44   1.554700 -0.205300  0.494171  2.59265E-09  1.68057E-09  2.20375E-09
 rh  45   0.647326 -0.412673  0.286798  3.26730E-10  1.34033E-10  2.77720E-10
 pd  46   1.543792 -0.106208  0.593263  2.66218E-09  1.75840E-09  2.26285E-09
 ag  47   0.861622 -0.338378  0.361093  5.60965E-10  2.68912E-10  4.76820E-10
 cd  48   1.703415 -0.006585  0.692886  4.06111E-09  2.81211E-09  3.45195E-09
 in  49   0.607682 -0.152318  0.547154  3.32746E-10  2.05931E-10  2.82835E-10
 sn  50   2.148880  0.078880  0.778352  1.19616E-08  8.69830E-09  1.01673E-08
 sb  51   0.688758 -0.321242  0.378229  4.25289E-10  2.74809E-10  3.61495E-10
 te  52   1.787983 -0.392017  0.307454  5.60087E-09  3.96006E-09  4.76074E-09
  i  53   1.009991 -0.540009  0.159462  9.28726E-10  2.41836E-10  7.89417E-10
 xe  54   1.996058 -0.243942  0.455529  9.30509E-09  5.36168E-09  7.90932E-09
 cs  55   0.826797 -0.253203  0.446269  6.37910E-10  3.47902E-10  5.42224E-10
 ba  56   2.740463  0.560463  1.259935  5.40307E-08  4.34036E-08  4.59261E-08
 la  57   1.745517  0.575517  1.274988  5.52916E-09  4.45015E-09  4.69978E-09
 ce  58   2.245512  0.665512  1.364983  1.76369E-08  1.43463E-08  1.49913E-08
 pr  59   1.196999  0.436999  1.136470  1.58619E-09  1.24965E-09  1.34826E-09
 nd  60   2.008659  0.558659  1.258131  1.05236E-08  8.47838E-09  8.94510E-09
 sm  62   1.247698  0.307698  1.007169  1.90218E-09  1.49871E-09  1.61685E-09
 eu  63   0.272765 -0.237235  0.462237  2.03670E-10  1.13317E-10  1.73120E-10
 gd  64   1.096529  0.046529  0.746001  1.40456E-09  9.79305E-10  1.19388E-09
 tb  65   0.150140 -0.169860  0.529611  1.60603E-10  9.61315E-11  1.36512E-10
 dy  66   1.235139  0.105139  0.804610  1.99716E-09  1.43141E-09  1.69759E-09
 ho  67   0.280889 -0.189111  0.510360  2.25221E-10  1.32244E-10  1.91438E-10
 er  68   1.040994  0.120994  0.820465  1.31463E-09  9.51193E-10  1.11744E-09
 tm  69   0.141782  0.021782  0.721253  1.67464E-10  1.15261E-10  1.42344E-10
 yb  70   1.349467  0.429467  1.128939  2.76716E-09  2.20000E-09  2.35209E-09
 lu  71   0.429294  0.339294  1.038765  3.36257E-10  2.59641E-10  2.85819E-10
 hf  72   1.312889  0.602889  1.302361  2.62376E-09  2.11905E-09  2.23019E-09
 ta  73   0.408598  0.528598  1.228069  3.31569E-10  2.65142E-10  2.81833E-10
  w  74   1.257164  0.607164  1.306635  2.37698E-09  1.92068E-09  2.02043E-09
 re  75   0.336025  0.076025  0.775497  2.88697E-10  2.04185E-10  2.45393E-10
 os  76   1.337120 -0.012880  0.686592  2.95679E-09  1.99546E-09  2.51327E-09
 ir  77   0.809558 -0.510442  0.189029  8.86689E-10  2.65289E-10  7.53685E-10
 pt  78   1.376534 -0.243466  0.456006  3.32020E-09  1.90416E-09  2.82217E-09
 au  79   0.590686 -0.209314  0.490157  5.48909E-10  3.15434E-10  4.66573E-10
 hg  80   1.740927  0.570927  1.270398  7.90055E-09  6.37998E-09  6.71547E-09
 tl  81   1.371044  0.601044  1.300516  3.43487E-09  2.77328E-09  2.91964E-09
 pb  82   3.299520  1.259521  1.958992  2.95346E-07  2.48281E-07  2.51044E-07
 bi  83   1.321003  0.671003  1.370474  3.12989E-09  2.54689E-09  2.66041E-09
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.5536   0.6393   1.3000   0.6606   0.6590
# Initial mass = 1.500, Z =  0.0028, Y =  0.250, M_mix = 2.00E-03
# Final mass = 0.650, Mass expelled =   0.8500
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  7.20985E-01 -2.73362E-02  6.12837E-01
 he   2  10.987496  0.057496  0.757219  2.78194E-01  2.38145E-02  2.36465E-01
  c   6   8.624763  0.154763  0.854486  3.62083E-03  2.64663E-03  3.07770E-03
  n   7   7.552937 -0.317063  0.382660  3.57889E-04  1.77928E-04  3.04205E-04
  o   8   8.079634 -0.650366  0.049357  1.37465E-03  1.37602E-04  1.16845E-03
  f   9   4.503685  0.043685  0.743408  4.33370E-07  3.01733E-07  3.68365E-07
